mirID	TCGA-A7-A13G	TCGA-AC-A23H	TCGA-AC-A2FB	TCGA-BH-A0AZ	TCGA-BH-A0B5	TCGA-BH-A0B7	TCGA-BH-A0BS	TCGA-BH-A0BT	TCGA-BH-A0BW	TCGA-BH-A0BZ	TCGA-BH-A0C3	TCGA-BH-A0DD	TCGA-BH-A0DG	TCGA-BH-A0DL	TCGA-BH-A0DO	TCGA-BH-A0DT	TCGA-BH-A0DV	TCGA-BH-A0H5	TCGA-BH-A0HA	TCGA-BH-A18J	TCGA-BH-A18K	TCGA-BH-A18L	TCGA-BH-A18M	TCGA-BH-A18N	TCGA-BH-A18P	TCGA-BH-A18Q	TCGA-BH-A18R	TCGA-BH-A18S	TCGA-BH-A18U	TCGA-BH-A1EN	TCGA-BH-A1EO	TCGA-BH-A1ET	TCGA-BH-A1EU	TCGA-BH-A1EV	TCGA-BH-A1EW	TCGA-BH-A1F0	TCGA-BH-A1F2	TCGA-BH-A1F8	TCGA-BH-A1FC	TCGA-BH-A1FE	TCGA-BH-A1FG	TCGA-BH-A1FH	TCGA-BH-A1FJ	TCGA-BH-A1FM	TCGA-BH-A1FN	TCGA-BH-A1FU	TCGA-BH-A203	TCGA-BH-A204	TCGA-BH-A208	TCGA-BH-A209	TCGA-E2-A153	TCGA-E2-A158	TCGA-E2-A15I	TCGA-E2-A15M	TCGA-E2-A1IG	TCGA-E2-A1L7	TCGA-E2-A1LB	TCGA-E2-A1LS	TCGA-E9-A1N4	TCGA-E9-A1N5	TCGA-E9-A1N9	TCGA-E9-A1NA	TCGA-E9-A1NF	TCGA-E9-A1NG	TCGA-E9-A1R7	TCGA-E9-A1RB	TCGA-E9-A1RC	TCGA-E9-A1RD	TCGA-E9-A1RF	TCGA-E9-A1RH	TCGA-E9-A1RI	TCGA-GI-A2C8
hsa-let-7a-1	14.455531	12.333061	13.937990	13.474526	12.868255	11.827453	13.489012	13.790492	12.295087	13.668975	12.650024	12.933506	12.913503	12.535107	13.555574	13.413645	14.383735	13.043561	13.627430	12.786655	11.803364	13.516560	13.389501	12.975940	13.730685	12.604786	12.484079	13.393319	12.520735	13.243937	13.764179	13.233884	13.786384	13.105378	13.505091	13.005005	12.867240	11.697064	13.087927	13.435212	12.738511	12.035477	13.184479	12.677689	13.178259	12.446918	12.877882	13.184107	12.243318	11.455533	13.113066	12.765504	13.529841	12.664260	13.457821	12.939449	12.053162	12.676223	12.959984	12.333142	12.215886	12.228938	12.612130	12.556993	12.832133	12.351080	12.555808	12.418465	11.966298	12.487763	13.004446	13.022883
hsa-let-7a-2	15.452605	13.323667	14.938610	14.472483	13.869678	12.808202	14.485575	14.776033	13.300476	14.687182	13.645475	13.925880	13.910262	13.525369	14.555349	14.402658	15.369922	14.040912	14.629006	13.776917	12.800800	14.533569	14.382980	13.971080	14.722780	13.604871	13.465152	14.385255	13.523163	14.247793	14.756678	14.240779	14.791281	14.107795	14.511528	13.969895	13.882075	12.721829	14.093684	14.420197	13.740346	13.030994	14.175886	13.671391	14.176024	13.435638	13.865427	14.182375	13.233911	12.406122	14.116442	13.746160	14.512778	13.643717	14.439809	13.910720	13.035657	13.661964	13.943375	13.300069	13.164604	13.211102	13.615351	13.531496	13.834149	13.359621	13.529110	13.410455	12.929424	13.464920	13.989963	14.020024
hsa-let-7a-3	14.464156	12.351972	13.940542	13.480458	12.880016	11.861836	13.502399	13.802424	12.301551	13.677535	12.637451	12.963542	12.935243	12.572437	13.565889	13.418130	14.380651	13.045092	13.647804	12.781794	11.818523	13.561582	13.404447	12.996585	13.750649	12.633752	12.486020	13.389202	12.555346	13.254331	13.767006	13.259945	13.803123	13.150448	13.520067	13.010845	12.885263	11.752462	13.130294	13.441166	12.764925	12.031402	13.193902	12.702485	13.214704	12.442809	12.891418	13.212472	12.252015	11.453370	13.120128	12.769269	13.530736	12.661607	13.457228	12.972630	12.050037	12.683572	12.969772	12.342096	12.240797	12.231683	12.645561	12.556944	12.846521	12.368418	12.565893	12.426209	11.975260	12.497825	13.016771	13.025007
hsa-let-7b	16.059554	15.142709	15.558201	15.313541	14.855564	13.977764	14.919150	13.802771	14.681922	15.247852	14.808518	14.605263	14.825440	14.016333	15.284744	15.346775	16.182169	14.957715	14.818454	14.458185	13.410574	15.229512	14.990452	15.143269	16.043461	14.100395	13.518708	15.113732	13.467630	12.437361	14.886169	14.934353	14.842300	13.769677	14.611277	14.340679	14.384872	13.662440	12.791691	14.366741	14.214275	14.286379	15.896432	14.633441	15.788610	14.128537	14.965968	14.512213	14.099494	12.916034	15.322714	13.691843	14.813596	13.990590	15.747690	13.253114	14.152946	15.158687	15.362642	14.416327	13.726653	14.530365	14.592735	14.404445	13.783011	14.801532	15.062312	14.390898	13.823612	14.595521	14.898324	13.735977
hsa-let-7c	10.557648	9.246743	12.119449	11.975199	11.405134	12.423125	11.053809	11.644268	11.404226	13.441506	12.152896	10.308758	11.437991	9.810485	12.170458	11.660713	12.960517	11.660734	11.395991	10.970637	10.759618	10.753762	12.642809	10.206460	10.770450	9.952442	11.336405	9.724338	10.143073	11.188708	11.090150	11.396087	12.212685	11.075048	12.188237	11.987772	11.402751	10.874124	9.533830	12.360581	10.009775	12.189733	9.043992	9.832128	10.427090	12.214107	10.234429	8.608818	12.198248	8.847084	11.484460	11.163907	10.889670	11.017972	10.438929	9.700322	9.803926	12.217108	10.184734	9.860561	10.686349	10.240405	11.029442	10.511949	10.879908	10.046286	9.919371	10.314372	9.656651	10.089937	12.001205	11.764679
hsa-let-7d	9.025583	9.882500	8.896941	8.553214	8.356288	9.247730	8.887592	8.246229	10.321226	8.724795	8.746121	9.523555	8.857624	9.961992	8.091123	8.942196	9.272418	9.200152	9.678928	9.275654	9.349177	9.920951	8.676306	8.636838	9.602387	9.317979	9.063321	8.994912	8.938806	8.326851	8.096663	8.496189	9.122435	8.717176	7.959662	9.690612	9.082886	8.874822	11.685333	8.687492	7.316387	7.561322	9.070380	9.303538	9.191074	9.010555	7.704247	10.036929	8.893145	10.503946	9.245871	11.020856	8.645979	8.888132	8.747204	8.830134	8.976129	9.877308	6.261045	8.379384	9.881661	9.069181	9.597580	9.605812	9.194117	7.670322	10.288894	7.057852	9.944049	9.459324	9.421830	8.588671
hsa-let-7e	10.700509	9.610335	10.239424	10.112171	9.990404	9.808278	10.324401	11.834758	10.069658	10.390810	9.972772	11.030139	10.651033	9.289869	9.891078	10.208944	11.416210	9.910757	11.271632	10.674279	12.116701	11.126586	10.406953	10.641629	10.820411	11.008038	10.598918	10.298926	10.064135	10.679553	11.211181	10.548412	10.900438	11.012215	11.236705	10.406036	10.229727	9.955615	10.628430	11.119782	8.861868	8.727459	8.995721	10.770132	11.393450	9.994601	9.993074	10.340144	9.291626	8.896042	10.225247	10.234841	10.355503	10.435850	9.771095	9.499717	9.402934	10.603549	9.105970	9.197849	9.930978	8.379370	10.111694	10.465689	10.627132	10.009093	10.638665	9.240271	10.887904	10.944162	10.558850	10.985918
hsa-let-7f-1	4.629392	5.667028	5.132465	3.594463	3.750151	4.478425	4.212102	3.535550	6.370660	3.844728	4.303178	4.882040	4.187625	4.925772	3.131618	4.086444	4.276431	4.734711	5.832841	4.096851	3.738062	5.132163	4.567439	3.562604	4.295155	3.876695	3.947214	3.475947	3.722060	3.952834	3.666833	4.303789	4.586172	3.885224	4.006378	5.278042	3.413034	3.769088	5.706319	4.225801	3.810496	3.305928	3.667794	3.527434	4.340158	3.882329	3.418058	4.231432	3.747943	5.151031	4.578556	4.440776	3.786940	3.991295	3.521060	3.153942	4.263238	3.790560	2.554092	3.554955	3.750447	5.103835	4.178450	4.004461	3.841530	3.438190	4.884503	4.364453	5.000622	4.481128	4.176182	3.916390
hsa-let-7f-2	13.911752	10.942483	13.269179	12.987075	12.524726	11.408160	13.685099	13.450268	11.610181	12.949327	12.064397	12.200430	12.908480	13.283547	13.145080	13.186596	14.300924	13.522980	14.497277	12.719919	11.889791	13.296573	13.112784	12.122476	13.056167	11.289053	12.912736	12.945539	12.017829	12.964062	13.973743	13.658183	14.324865	12.894275	13.527671	13.831851	12.570151	11.202047	14.539449	14.143790	11.757227	11.617212	12.389804	12.251777	12.589864	12.151935	12.730072	12.357508	12.277367	11.808961	12.731048	13.643959	13.977710	12.872749	11.530655	10.380193	11.773153	11.303245	12.252388	11.815796	12.005328	11.898087	12.326580	12.168946	12.382817	12.298635	12.083998	12.342820	11.721018	11.881495	12.435831	13.776043
hsa-let-7g	10.001064	8.819031	9.027585	8.762028	8.674006	9.730208	9.906513	9.760803	9.133161	8.943314	9.393820	9.354704	8.810723	9.394068	8.999514	9.389952	9.965730	9.865675	9.870191	9.203050	9.574036	9.987685	9.026333	9.054457	8.685615	9.519108	8.993594	9.332714	9.241697	8.954160	9.013488	9.291980	9.939543	9.031203	9.212770	10.362186	9.189617	8.809104	11.216993	10.004897	8.537327	7.732665	9.002886	8.874391	8.791369	9.032597	8.497372	9.794843	8.877226	10.269153	9.178225	10.099374	9.793639	9.596980	9.206003	9.016889	9.353686	10.775027	8.075808	8.648065	9.727727	8.654923	8.908019	9.574806	9.565995	8.521257	9.479225	7.554528	9.689084	8.967842	9.250003	8.406125
hsa-let-7i	9.253097	9.142656	9.835055	9.885295	9.763542	10.626104	9.135698	9.399048	10.060250	10.011486	10.548731	10.107736	9.732535	9.807171	9.792276	10.028783	10.039607	10.318139	9.897647	10.011734	9.964063	10.689780	10.164912	9.965543	9.971398	10.675653	10.215703	9.399746	10.009773	9.020190	9.304537	9.323259	9.998723	9.188328	9.677139	10.800624	10.048340	10.130739	10.435064	10.308133	9.184840	9.778004	9.537336	9.846655	9.623092	10.714570	8.797897	10.074546	9.768250	10.195138	10.200007	9.838653	9.148977	10.530238	9.565454	9.790083	10.009445	9.374509	9.095986	9.382774	10.147052	10.442106	10.170229	10.269554	10.812668	9.315765	10.030660	8.555528	9.740113	10.979379	10.373104	9.605944
hsa-mir-1-1	NaN	NaN	NaN	NaN	NaN	-1.404218	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.046397	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
hsa-mir-1-2	0.997124	0.146606	2.191198	1.381469	1.603310	2.502673	2.791259	1.780663	0.688837	2.503691	3.068713	-1.327414	1.058342	1.628091	1.461766	2.190280	7.027752	2.120001	2.440523	1.926925	0.965473	2.792313	2.994254	2.026551	2.407630	2.362122	2.072745	1.118396	0.722060	-0.134629	2.697207	2.365190	2.288491	3.130336	3.581880	4.563444	3.907799	0.862197	-0.338075	3.225801	0.751602	0.856621	2.082831	2.205506	1.520730	2.684390	-0.136531	3.740796	2.235493	0.488067	0.969746	0.231323	2.691783	2.576257	2.305331	1.568979	0.113491	1.402290	0.466629	-1.351936	1.557802	0.385017	-1.865942	1.635227	3.183635	0.580209	-0.318437	1.230597	1.803475	0.422234	2.339681	2.817900
hsa-mir-100	10.629756	10.832756	13.679359	12.425739	11.819363	12.767662	11.135269	10.888534	13.654921	15.009023	12.878623	12.186931	12.414519	11.709131	13.361570	12.655166	13.102697	12.832259	11.504592	13.481874	11.689987	11.997189	13.815036	12.013673	11.775481	11.678242	13.118618	11.353811	11.374009	9.973896	11.844995	12.118407	12.917620	12.221606	13.472905	12.983890	12.489728	11.908128	9.849277	12.663876	11.771656	13.722592	11.363602	11.439425	11.183660	14.058214	11.831866	11.808384	11.879314	11.191538	13.410667	12.600511	12.301465	12.840917	12.559674	11.293493	11.398315	13.407006	12.428621	11.838198	12.133747	11.878205	13.084293	13.400002	12.371867	12.393189	11.408065	12.335378	11.819488	13.052426	12.025306	13.023998
hsa-mir-101-1	12.714458	12.360743	14.640303	13.533581	13.127082	13.861250	11.967070	13.271138	12.588319	13.164400	13.451972	13.251254	13.024577	12.837240	14.161674	14.015128	12.592939	14.789260	13.345581	12.737698	12.785652	13.903774	13.924522	14.120002	12.915325	13.184124	13.322253	13.623121	12.876404	12.470272	13.280211	13.412655	13.560538	12.527209	13.297120	13.876676	13.155344	12.663704	13.336669	14.085898	13.628758	13.522554	13.817964	12.672475	13.120096	14.056486	13.367636	14.257033	13.058244	13.828774	13.248777	14.495179	13.682306	13.718341	13.486383	14.373957	12.871246	12.341567	14.042198	13.551476	13.658277	13.151684	12.772209	13.156729	13.059095	13.411764	13.130970	13.921784	12.985550	12.031105	13.023553	12.940784
hsa-mir-101-2	-1.324806	-0.853394	0.806534	0.507000	0.965880	0.180745	-1.162938	-1.219337	-0.896125	2.503691	1.566212	-0.327414	-0.356696	0.628091	1.809690	1.827710	1.106506	0.704963	1.140963	1.511888	-1.619488	1.792313	2.160264	1.026552	0.085702	1.139729	2.295137	0.925750	NaN	0.865372	0.282169	0.365190	0.703529	-0.869665	0.333953	0.863004	0.538565	0.862197	0.661925	0.952782	1.973994	1.404108	2.461343	0.205506	-0.566733	0.766852	-0.551568	0.437016	-1.115004	-1.096897	0.969746	2.816285	-0.767649	1.143298	-0.648865	0.247051	-0.886508	-0.685174	-1.533372	2.107496	-1.249551	0.385017	-0.280981	-0.101739	1.013710	0.165172	-2.903403	0.230598	-1.003880	-0.162728	0.117288	1.101692
hsa-mir-103-1	12.541026	12.856637	14.021663	13.238071	13.814851	13.919927	13.432583	13.454358	13.149292	13.489296	13.520954	14.192131	14.273989	13.452851	13.771243	13.808869	12.978719	13.479064	14.243241	13.426772	14.444643	15.360358	14.429530	14.646634	14.183652	14.061199	14.672154	13.968582	15.510779	13.493646	13.604708	13.653431	14.024047	13.757357	14.539097	13.333070	13.352413	14.388850	13.945230	14.090921	14.534668	13.516771	13.189787	13.928740	14.253608	13.411309	12.947488	14.446604	12.593811	14.271866	14.385039	14.484247	13.044428	14.366621	12.279422	14.249119	13.265102	11.460361	13.196515	13.161299	14.303356	13.441485	13.384169	13.279534	13.593050	14.300480	13.958718	13.907509	13.501622	13.031721	13.408411	14.254011
hsa-mir-103-1-as	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
hsa-mir-103-2	2.533177	2.912141	2.128463	0.922037	2.117883	3.239638	2.006988	3.304225	3.627436	1.181763	2.888140	4.098852	2.581904	3.043129	1.461766	1.827710	1.784578	2.120001	3.394719	3.096851	2.839942	2.792313	1.958630	2.164055	1.893057	4.309654	2.657707	2.288320	3.307023	3.035297	2.469796	2.587582	3.747923	4.378264	3.088840	3.921898	3.597459	4.254515	4.909852	2.827251	1.751602	1.548498	2.082831	2.664938	3.315910	2.766852	0.670824	2.722418	1.445711	4.011628	1.647818	3.231323	1.817314	2.679351	2.051575	4.532453	2.113491	3.069715	-0.533372	0.969993	3.209879	1.969979	2.134056	2.635227	1.151214	2.165172	3.991419	-0.939327	3.854101	3.159200	1.702251	1.049225
hsa-mir-103-2-as	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
hsa-mir-105-1	NaN	-3.175325	-3.363390	-2.077961	NaN	7.441272	NaN	4.028590	8.767432	-1.403198	-1.018749	-0.327414	NaN	1.043128	NaN	NaN	NaN	-1.879998	-2.559477	NaN	0.380510	3.547200	-0.778336	1.026552	0.670665	NaN	NaN	NaN	7.809523	NaN	-2.887751	NaN	NaN	0.130337	2.726270	6.232238	NaN	-1.137803	NaN	-1.632182	0.166640	NaN	NaN	NaN	2.987856	0.404282	5.013216	2.991605	7.700700	1.073029	-0.352181	-0.768678	0.817314	-2.178633	-1.648865	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.280981	-3.271670	0.013711	0.165172	-0.318437	-1.939327	2.604930	7.220976	NaN	NaN
hsa-mir-105-2	NaN	NaN	NaN	NaN	NaN	7.313458	NaN	3.638644	8.751332	NaN	0.981250	-1.327414	-1.941659	-0.956871	-1.997665	-1.979646	NaN	-0.295036	-2.559477	NaN	1.187865	2.251744	-0.778336	0.704623	2.255627	0.554767	-0.512217	NaN	7.851343	NaN	-1.302792	NaN	NaN	0.130337	2.918915	6.322436	NaN	1.862197	NaN	NaN	-0.833362	NaN	NaN	-0.794495	2.790819	0.596927	5.072922	2.524478	7.753510	-0.096895	NaN	NaN	-0.182686	-1.178629	NaN	NaN	NaN	-1.100212	NaN	NaN	NaN	NaN	NaN	-3.271670	-0.308218	0.902138	0.266526	-0.939327	2.977973	6.956213	NaN	-2.120702
hsa-mir-106a	3.629392	4.091464	2.940390	2.622477	4.935506	4.323702	3.986810	3.825057	4.496191	2.404155	4.709170	4.901406	3.228267	4.291056	4.192159	3.190280	2.244010	4.164395	3.815563	3.386357	5.580183	4.346902	2.391589	3.459511	4.085702	5.014199	3.657707	1.703358	5.114378	4.865372	4.066440	4.561587	4.258117	4.622189	3.333953	4.278042	5.062127	2.321629	7.161771	4.298557	3.166639	1.741143	3.153221	3.960393	5.746150	3.971966	1.563909	2.991605	2.148030	3.710459	3.232781	5.553251	4.572201	2.950653	3.132495	5.905263	3.283416	3.359221	4.349272	2.969993	5.258242	3.800054	3.657618	3.535691	3.901236	3.039641	3.681563	2.014869	3.133624	3.837272	3.232766	-0.246231
hsa-mir-106b	7.653906	9.181405	9.386898	7.729392	8.953302	9.693156	8.227232	8.393531	9.612659	8.661543	9.583949	10.477928	9.028448	9.820384	8.843899	9.435568	8.069980	9.221977	9.239805	8.731057	8.763134	9.242493	9.103288	8.944222	9.694881	9.695597	9.597613	8.599185	9.572247	9.656535	9.216843	9.015045	8.985459	8.793894	9.546449	9.914667	9.117252	8.840908	10.658398	9.594232	8.642373	8.142023	9.091820	9.321850	10.319154	9.446723	9.706998	9.664632	9.121848	10.312495	8.736607	10.585572	8.959421	9.235526	8.764234	10.933114	8.149665	10.286730	8.774968	9.088934	10.241298	8.770160	8.778813	8.695923	8.755852	11.783251	9.805685	9.187377	8.617440	9.300796	8.273793	8.147257
hsa-mir-107	9.727424	10.658754	11.415611	10.137570	10.632400	11.051366	10.267516	10.705104	10.901941	10.245607	10.739056	11.350527	11.226388	10.941730	10.410134	10.567731	9.992812	10.841741	11.410539	9.939550	11.161255	12.229545	11.304700	11.794901	10.909467	11.020843	11.108918	10.571151	12.307258	10.499729	11.054850	11.018334	11.139719	10.901000	11.812723	10.763368	10.329185	11.533517	11.127491	11.153272	11.109887	10.341211	10.017702	10.764883	11.424346	10.565773	10.370520	11.831746	10.157101	11.753682	11.044691	11.215385	10.193439	11.147237	9.760526	11.673578	10.613337	8.971252	10.458859	10.197368	11.241549	10.760780	10.512351	10.456788	10.626395	11.752637	11.352220	11.256275	10.806692	10.290542	10.354100	11.367433
hsa-mir-10a	14.626959	13.697473	14.460474	14.954643	17.718133	13.836126	17.354329	15.671640	12.229610	15.131787	14.722427	14.828512	14.180867	12.916957	13.907980	16.061650	15.053467	13.719275	13.456722	14.809664	14.359623	15.976045	14.724444	14.258762	13.633500	14.636417	13.831037	17.339850	13.944101	13.195238	13.849386	14.208588	14.584164	16.630587	15.395704	13.890853	14.786814	14.977952	11.908072	14.123542	13.782671	13.899911	13.200799	14.897903	13.259567	14.327357	13.878252	13.405570	13.881417	13.454422	14.683348	12.385033	17.393355	15.126817	13.932703	12.961726	14.567453	11.990839	17.742306	13.617991	16.703183	14.066475	14.772902	15.374343	14.961000	14.808201	14.301268	14.455755	13.986384	14.350691	14.144532	15.944832
hsa-mir-10b	14.338184	15.311949	16.426358	16.167400	15.896263	16.642421	15.016574	16.862630	14.685810	17.925762	17.125530	16.137978	16.029936	14.822950	16.392294	16.592689	16.532260	16.610977	16.416449	15.921213	17.089510	15.964095	17.098217	16.234664	15.241923	14.313094	16.145477	14.783662	15.663429	14.576501	15.890844	17.373159	16.235694	14.930250	16.873040	16.525997	16.659687	16.396759	14.456239	16.642002	15.854972	17.313443	15.238140	16.080391	14.762196	16.561499	15.971233	15.445111	16.091807	17.231796	15.662634	13.975894	14.895590	17.797285	16.264653	15.506151	14.792023	15.053764	15.930640	15.241966	15.493809	15.149076	16.104533	16.512206	16.996484	16.169546	15.140659	17.343362	16.057164	16.151200	16.009444	16.551928
hsa-mir-1178	NaN	NaN	-3.363390	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.879998	-2.559477	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
hsa-mir-1179	-0.739842	NaN	-2.363390	NaN	-2.204047	NaN	NaN	NaN	NaN	NaN	-1.018749	NaN	NaN	NaN	NaN	NaN	-1.215422	NaN	-1.559477	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.130337	NaN	0.278042	-1.046397	NaN	NaN	-1.632182	NaN	NaN	NaN	NaN	-1.566733	NaN	NaN	-2.562985	-2.115004	NaN	NaN	NaN	-1.767649	NaN	NaN	0.247051	NaN	-1.685171	NaN	NaN	NaN	NaN	NaN	-3.271670	NaN	NaN	-1.903398	NaN	-1.003880	1.837272	NaN	NaN
hsa-mir-1180	2.845121	4.532037	3.931230	3.051320	2.840349	3.725065	2.837063	3.588018	4.058070	3.806254	6.151175	6.453947	3.517774	2.213054	2.250262	3.951092	2.784578	4.386788	3.168444	3.096851	4.647297	4.251744	4.625387	5.485983	5.670664	4.362122	5.269142	4.610248	2.307023	2.772262	1.571676	3.867690	2.162960	4.300261	4.463236	2.978482	2.760958	3.862197	6.246887	3.175175	3.751602	1.478109	4.284465	2.375431	4.816971	2.766852	3.971993	4.740796	2.820456	4.151031	3.647818	2.231323	2.139242	3.465226	2.258026	4.947491	2.920846	1.221717	3.420825	2.554955	5.805730	3.047982	4.954235	3.847277	2.151214	5.450574	6.173417	5.088578	2.844117	4.837272	3.924644	3.327761
hsa-mir-1181	NaN	-3.175325	-0.193465	NaN	-1.204044	-1.404218	NaN	-0.219337	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.979646	-0.215422	-0.295036	NaN	NaN	NaN	NaN	-1.363297	NaN	NaN	NaN	NaN	-1.881603	NaN	NaN	-2.887751	NaN	-1.296470	NaN	-1.666045	NaN	-1.046397	NaN	-0.338075	-1.632182	NaN	NaN	NaN	NaN	NaN	NaN	-1.136531	NaN	-4.436932	-1.096897	NaN	-0.768678	NaN	NaN	NaN	NaN	-0.886508	-1.100212	NaN	NaN	NaN	-1.199945	NaN	-3.271670	-2.308216	0.580209	NaN	-2.939327	-1.740847	NaN	NaN	-2.120702
hsa-mir-1182	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
hsa-mir-1183	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
hsa-mir-1184-1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
hsa-mir-1184-2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
hsa-mir-1184-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
hsa-mir-1185-1	-0.739842	-3.175325	-3.363390	-1.077964	NaN	NaN	-2.162938	-1.219337	NaN	NaN	NaN	-1.327414	-1.941659	NaN	NaN	NaN	-1.215422	NaN	-1.559477	NaN	-1.619488	NaN	-0.778336	NaN	-0.914298	NaN	-0.512217	NaN	NaN	NaN	-2.887751	-0.219772	-1.296470	NaN	NaN	-0.721958	-0.046398	-1.137803	NaN	-0.632179	-0.833362	-1.258857	NaN	0.205506	-1.566733	-0.818111	-1.136531	NaN	-1.436932	-2.096894	-1.352183	NaN	NaN	NaN	-2.648869	NaN	-1.886508	-2.685171	NaN	NaN	-1.249551	NaN	-1.865942	-2.271663	NaN	NaN	-0.903398	NaN	-3.325814	NaN	-1.467673	-1.705665
