mirID	TCGA-A7-A13G	TCGA-AC-A23H	TCGA-AC-A2FB	TCGA-BH-A0AZ	TCGA-BH-A0B5	TCGA-BH-A0B7	TCGA-BH-A0BS	TCGA-BH-A0BT	TCGA-BH-A0BW	TCGA-BH-A0BZ	TCGA-BH-A0C3	TCGA-BH-A0DD	TCGA-BH-A0DG	TCGA-BH-A0DL	TCGA-BH-A0DO	TCGA-BH-A0DT	TCGA-BH-A0DV	TCGA-BH-A0H5	TCGA-BH-A0HA	TCGA-BH-A18J	TCGA-BH-A18K	TCGA-BH-A18L	TCGA-BH-A18M	TCGA-BH-A18N	TCGA-BH-A18P	TCGA-BH-A18Q	TCGA-BH-A18R	TCGA-BH-A18S	TCGA-BH-A18U	TCGA-BH-A1EN	TCGA-BH-A1EO	TCGA-BH-A1ET	TCGA-BH-A1EU	TCGA-BH-A1EV	TCGA-BH-A1EW	TCGA-BH-A1F0	TCGA-BH-A1F2	TCGA-BH-A1F8	TCGA-BH-A1FC	TCGA-BH-A1FE	TCGA-BH-A1FG	TCGA-BH-A1FH	TCGA-BH-A1FJ	TCGA-BH-A1FM	TCGA-BH-A1FN	TCGA-BH-A1FU	TCGA-BH-A203	TCGA-BH-A204	TCGA-BH-A208	TCGA-BH-A209	TCGA-E2-A153	TCGA-E2-A158	TCGA-E2-A15I	TCGA-E2-A15M	TCGA-E2-A1IG	TCGA-E2-A1L7	TCGA-E2-A1LB	TCGA-E2-A1LS	TCGA-E9-A1N4	TCGA-E9-A1N5	TCGA-E9-A1N9	TCGA-E9-A1NA	TCGA-E9-A1NF	TCGA-E9-A1NG	TCGA-E9-A1R7	TCGA-E9-A1RB	TCGA-E9-A1RC	TCGA-E9-A1RD	TCGA-E9-A1RF	TCGA-E9-A1RH	TCGA-E9-A1RI	TCGA-GI-A2C8
hsa-mir-129-2	0.221276	0.380564	0.827046	3.608957	NaN	2.602222	3.145212	0.410437	2.554930	0.868591	0.158179	NaN	0.295714	1.244639	1.061751	2.054239	1.334497	2.969963	1.383097	3.002743	2.278646	2.095207	1.287008	0.118284	-0.371771	-0.332847	0.751701	0.583974	2.051921	1.755318	-0.479422	2.646112	-0.623492	2.148836	3.349020	3.032945	1.305173	3.113496	1.834503	0.638545	2.649373	3.733705	2.832771	0.899270	0.807339	1.471260	2.916880	0.614940	2.121673	3.189462	3.743178	-0.306570	1.059102	1.479722	1.207284	2.402827	2.278617	0.252143	1.019927	3.499071	1.330780	2.068476	-0.353955	0.985044	0.959602	0.335528	0.687601	0.716404	-2.853835	1.168786	-2.011827	-1.139563
hsa-mir-1290	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
hsa-mir-1291	NaN	-0.356401	-2.696517	1.106456	NaN	-0.134745	0.422746	NaN	-0.445071	-0.716372	-1.841823	NaN	0.295714	-2.340324	-1.523210	NaN	-0.987431	-0.574358	0.190452	NaN	0.108721	NaN	NaN	-1.881715	-1.371773	-0.010919	NaN	0.168937	-0.755434	-0.829644	-2.064386	NaN	-0.623492	-0.789763	-2.142831	-2.426486	-1.694826	0.698459	NaN	1.290621	-2.157979	-0.266295	NaN	-0.685693	-0.777623	-0.403208	-1.475439	-0.970023	0.282137	-1.269971	NaN	NaN	-1.940900	-2.327631	-1.792717	0.554829	-0.721382	-1.747856	0.019927	0.855215	-0.254183	0.689965	-0.353955	-0.336883	-0.499830	-1.342543	-1.897361	NaN	-1.268876	-0.416177	-0.426866	-0.139563
hsa-mir-1292	NaN	NaN	-2.696517	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.145723	-0.289249	-2.340324	NaN	-2.033221	-0.987431	NaN	-2.616906	-0.167181	-0.891279	-0.811683	NaN	-0.881715	NaN	NaN	NaN	NaN	-0.755434	NaN	-2.064386	-1.601816	NaN	NaN	NaN	NaN	NaN	NaN	-1.865937	NaN	NaN	-0.266295	0.610378	NaN	NaN	NaN	NaN	-2.554985	-1.158436	NaN	NaN	-1.891530	-0.940897	-2.327631	-0.207753	-1.767099	NaN	-2.747856	-3.439512	0.440177	NaN	NaN	NaN	NaN	-0.914866	-0.857116	-2.897361	-1.868558	-1.268876	-2.001137	NaN	-1.139563
hsa-mir-1293	-1.363687	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.145723	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.881715	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.168810	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.591901	-0.542225	NaN	NaN	NaN	NaN	-1.767099	-0.721382	-2.747856	-3.439512	NaN	-0.254183	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.853835	NaN	-2.011827	NaN
hsa-mir-1294	-0.363687	-1.356402	-1.696517	-2.063469	-0.351722	-1.719709	-0.314219	-2.174524	NaN	-0.716372	NaN	NaN	-1.289249	-1.340324	-1.523210	NaN	NaN	-1.159322	-2.616906	NaN	NaN	-1.811685	-0.449958	-1.881715	NaN	NaN	NaN	-1.416027	NaN	NaN	-0.479422	NaN	-0.208456	-2.374726	NaN	-1.426486	NaN	NaN	-0.865937	-2.168810	-1.157982	NaN	NaN	NaN	NaN	NaN	0.109525	-0.970023	-2.380829	-1.591897	NaN	NaN	-0.940897	-0.005706	NaN	-1.767099	NaN	0.059499	NaN	NaN	NaN	-0.047002	-1.353955	-0.599919	-2.499826	1.544981	-0.090007	-1.868558	-0.853837	-2.001137	-1.011829	-2.139566
hsa-mir-1295	-0.363687	-0.941362	0.762916	1.636971	-1.936685	1.980733	2.270743	1.410437	-1.445071	-0.131410	3.202573	0.854277	1.710751	0.244639	1.798717	2.136701	1.597531	1.648035	3.265740	0.832818	1.916076	1.358242	2.052543	-1.881715	2.087660	2.190714	2.336664	-0.416027	-0.755434	0.755318	NaN	0.398184	1.698435	1.210236	2.944629	0.895442	0.627101	1.435424	0.719027	2.475046	1.929481	1.055633	2.025415	1.314307	0.807339	2.011829	2.109525	-0.554985	2.300996	0.408102	2.158216	-1.891530	1.644065	0.479721	1.014639	-0.182136	1.278617	-0.425928	1.918047	-1.144785	2.745818	-0.047002	-0.353955	0.400082	NaN	0.035967	-0.575433	NaN	-1.853835	0.320790	1.158097	-2.139566
hsa-mir-1296	3.336753	2.673347	2.712875	4.002620	3.818202	1.980733	3.855706	3.034928	2.461820	4.116518	3.650032	4.761168	3.617642	2.869130	3.869106	3.581486	3.472000	2.088607	3.491622	3.739709	2.916076	3.711878	2.919276	2.366212	3.672622	3.689520	2.658592	3.338862	2.566494	4.492284	4.202403	3.921746	3.698435	2.483255	2.501023	3.354874	2.828735	4.157890	2.888951	2.738080	4.284962	2.733705	3.832771	3.837869	3.222377	3.181754	3.168419	4.226374	3.382938	3.842730	2.364666	2.808907	3.840462	3.822113	3.730846	4.210182	3.979057	2.609696	3.817883	4.064668	3.067746	2.537962	3.289901	3.792399	3.629453	3.103712	3.424566	2.775297	3.412949	3.425126	4.054261	4.546937
hsa-mir-1297	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
hsa-mir-1298	NaN	-1.356402	-3.696508	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.145722	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.371773	NaN	NaN	NaN	NaN	-0.829644	NaN	NaN	NaN	NaN	-2.142831	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.988172	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.747856	NaN	NaN	NaN	NaN	NaN	-2.921849	NaN	NaN	-1.897361	NaN	NaN	NaN	NaN	-2.139566
hsa-mir-1299	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
hsa-mir-1301	2.443668	1.865992	1.858073	3.184459	2.150777	1.980733	2.007709	1.284906	3.139892	2.605556	0.480107	3.176206	1.032679	1.360116	2.284143	1.551738	1.819924	1.928143	1.705026	2.832818	3.196184	2.095207	2.287008	2.205747	3.020546	1.754616	1.073630	2.671437	3.244566	2.629787	2.459178	1.205539	0.961470	1.325713	2.027092	1.480404	-0.694828	2.920851	1.134064	1.918652	0.163947	1.541060	2.195341	2.899270	1.544305	1.011828	2.109525	2.904446	2.867100	2.931664	2.364666	3.015358	2.644065	2.427254	2.529212	3.232902	1.863579	0.837106	1.808423	3.899609	0.745818	1.368037	2.600241	2.122548	3.144026	2.920490	3.331457	0.131441	2.538480	2.458293	2.688612	2.383998
hsa-mir-1302-1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
hsa-mir-1302-10	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
hsa-mir-1302-11	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
hsa-mir-1302-2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
hsa-mir-1302-3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.965784	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
hsa-mir-1302-4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
hsa-mir-1302-5	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
hsa-mir-1302-6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
hsa-mir-1302-7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
hsa-mir-1302-8	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
hsa-mir-1302-9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
hsa-mir-1303	NaN	NaN	NaN	NaN	-1.936685	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.591893	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
hsa-mir-1304	NaN	-2.941365	-3.696508	-2.063469	NaN	-1.719709	-0.314219	-2.174524	3.255369	-1.716372	NaN	NaN	2.518106	-0.340324	NaN	-2.033221	NaN	-1.159322	-2.616906	NaN	NaN	NaN	-0.449958	-0.881715	1.213190	NaN	-1.248300	NaN	NaN	-0.829644	-1.064383	-0.016854	-2.208454	-0.374726	NaN	-2.426486	NaN	NaN	2.888951	NaN	NaN	NaN	NaN	NaN	NaN	-0.403208	NaN	-1.554985	-2.380829	2.730030	0.042738	-0.891533	NaN	-2.327631	0.207284	NaN	0.278616	-0.747856	-1.854544	-1.144785	-1.254183	-1.631963	-1.353955	-2.921849	-1.499830	-0.664473	-0.897361	NaN	-1.268876	-1.001140	NaN	-0.554602
hsa-mir-1305	-1.363687	NaN	NaN	NaN	-1.936685	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.208454	NaN	NaN	-0.426486	NaN	NaN	NaN	NaN	NaN	NaN	-0.974586	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.940897	-2.327631	NaN	NaN	NaN	-2.747856	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-3.664471	NaN	NaN	-2.853835	-2.001137	-2.011827	-1.139563
hsa-mir-1306	4.028631	2.582199	2.058372	4.065814	3.648277	3.234490	3.230101	2.217792	3.139892	3.237825	2.158179	4.962802	2.710751	2.747140	2.936220	2.873667	2.472000	3.162608	2.631025	3.292250	3.430649	3.046297	2.287008	0.925639	3.272084	3.059470	1.559056	2.391329	3.051921	4.124552	3.520579	2.098624	0.791545	1.873201	2.557606	2.032945	2.212063	4.242779	2.134064	2.875584	1.748909	2.821168	2.610378	2.899270	1.222377	1.819184	2.431453	3.802566	3.374060	3.253592	2.042738	2.500785	4.398952	2.579257	2.455212	3.442355	3.738048	1.952583	2.986760	4.177143	2.446258	3.653439	4.304256	4.207437	3.544564	4.162076	4.626200	0.938795	3.394091	2.642717	3.573135	2.989720
hsa-mir-1307	10.605340	9.183727	8.637478	8.693088	9.947485	8.542388	8.205417	8.339202	9.730479	9.406456	6.929668	10.350632	8.107356	9.068537	8.147445	8.690437	8.012569	8.246885	7.348882	9.015212	9.738988	9.761964	9.043898	8.994033	10.078408	8.316409	8.688339	9.928825	10.129500	9.907603	8.908596	8.240535	8.156774	9.074938	8.871885	7.953975	9.580133	9.438801	9.440125	7.500074	9.097637	8.896097	10.028934	8.910497	9.232206	8.784968	8.662835	9.714141	8.493897	9.523958	9.377384	9.470411	9.519558	9.390043	9.765705	9.487340	9.425822	10.429252	8.346356	10.625053	9.270359	9.260579	9.764661	10.195148	10.057394	9.311913	10.346854	9.899625	10.166275	9.752496	9.928486	8.301306
hsa-mir-130a	6.669737	6.729293	5.995228	7.811513	5.617903	7.642237	8.124573	6.759165	6.349346	6.423180	7.646019	6.736921	6.865569	6.695850	7.465473	7.853997	6.876755	7.433137	8.010631	6.877212	7.448571	7.055595	7.063112	6.278155	6.599772	7.552849	6.445188	6.763883	6.266934	7.418283	6.478648	6.485647	7.311181	6.464478	6.081168	6.177140	6.538793	7.898131	6.680958	7.464185	6.999365	6.209439	6.944279	7.364156	6.588699	6.206586	6.669221	6.822225	7.642465	8.203330	6.824098	5.849934	6.695727	6.950816	6.533714	7.522920	8.374014	5.381427	7.286713	7.910497	6.146697	6.680920	5.679468	6.681780	6.603458	7.126691	6.620308	5.175835	6.519028	6.386878	6.846153	3.252754
hsa-mir-130b	2.543204	2.582199	2.369573	3.936531	2.818202	3.528221	2.908173	2.525914	3.764383	2.927485	3.515731	4.313709	2.710751	2.360116	1.798717	2.610632	3.404886	3.162608	2.809362	2.154746	2.693683	2.436244	2.213008	1.440212	1.798153	2.525134	-0.248298	3.391329	5.310655	3.693918	3.889812	2.098624	2.250976	2.269130	2.179095	2.097076	2.005613	3.572927	2.381991	2.689171	2.649373	2.318668	3.417733	3.314307	2.807339	1.011828	1.524563	3.375752	2.953073	3.817493	2.627701	2.567899	3.268556	3.029918	2.455212	4.362185	4.323011	2.206340	2.689778	5.158996	2.330780	2.689965	3.038362	3.055434	3.477450	4.318521	3.948128	1.716403	3.887630	2.320789	2.846153	2.860436
hsa-mir-132	5.723776	6.716848	6.658835	8.634368	5.420867	7.870881	6.315137	5.613377	6.719837	5.743060	6.312997	6.237982	6.295713	6.819548	6.775996	7.188363	5.404886	8.243692	5.979287	6.447528	8.036499	6.296841	6.626858	5.825643	6.198084	6.332489	5.980520	6.318684	6.424475	6.370028	6.017765	5.849395	5.785898	5.882662	6.291795	4.991366	6.229985	6.200959	6.076578	6.485826	5.649373	6.579195	6.920233	6.245045	6.141240	6.726074	5.590652	6.166114	8.115360	6.059153	7.274759	5.152861	5.717314	6.457001	6.336567	6.832814	8.142803	5.962950	6.458341	9.383669	5.284977	6.304675	6.377364	6.589907	6.027647	6.322792	6.314527	5.599046	5.559791	5.958863	6.080929	6.025343
hsa-mir-1321	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
hsa-mir-1322	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
hsa-mir-1323	-0.363687	-1.941365	NaN	-2.063469	NaN	NaN	-1.899184	NaN	NaN	-0.716372	-0.256859	NaN	NaN	NaN	NaN	NaN	NaN	-0.574358	NaN	NaN	NaN	-1.811685	NaN	NaN	-1.371773	NaN	NaN	-1.416027	NaN	NaN	0.257544	NaN	-1.208454	NaN	NaN	NaN	NaN	NaN	NaN	-2.168810	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.965796	-3.591893	NaN	NaN	-1.940900	NaN	NaN	NaN	NaN	-2.747856	NaN	NaN	NaN	NaN	NaN	-0.921847	-1.499830	NaN	-0.575433	NaN	NaN	NaN	-2.011827	NaN
hsa-mir-1324	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
hsa-mir-133a-1	3.993866	3.380565	2.136374	2.521494	5.870670	0.602221	1.100818	0.995399	2.642392	4.433376	1.965534	3.761168	0.295714	2.467032	2.724716	1.966776	2.182494	2.794876	1.705026	2.640173	3.356648	3.436244	3.550043	2.703247	3.213191	1.126584	1.751702	2.284414	2.051921	4.455758	4.663537	3.205539	1.376507	1.432629	1.764057	2.702797	2.828735	3.757352	3.134064	2.586077	4.070837	2.733705	3.780303	4.958164	1.222377	1.712268	2.225002	3.871279	2.011490	3.915896	2.042738	6.517858	3.759542	5.257329	2.730846	2.876758	2.600545	4.307426	2.115084	2.025140	1.745818	3.274927	5.522562	3.435706	5.114880	7.527821	4.626200	0.716404	5.580791	3.425126	2.743059	14.974992
hsa-mir-133a-2	-0.363687	-0.356401	-0.374587	-1.063469	2.063314	NaN	-1.899184	-2.174524	-0.445071	0.605557	0.158179	0.439240	-1.289249	-2.340324	-1.523210	-0.448261	NaN	-2.159318	NaN	NaN	0.108721	-0.811683	-0.449958	-0.296754	-1.371773	NaN	NaN	-1.416027	NaN	1.170356	-0.479422	NaN	NaN	NaN	-2.142831	-0.104558	NaN	-0.886505	-0.865937	-1.168810	0.649374	NaN	0.610378	2.314307	-0.777623	NaN	0.846491	-0.970023	-1.158436	-0.006936	-0.542225	2.632029	-0.355935	1.579257	NaN	-1.767099	NaN	-0.162893	-3.439512	-1.144785	NaN	-0.047002	1.733507	-0.921847	2.023732	3.573933	0.909993	-1.868558	1.233626	-0.001139	-2.011827	11.622922
hsa-mir-133b	2.336753	1.228562	1.257681	0.521494	3.994052	NaN	-0.899181	-0.589563	1.139892	2.531556	0.965534	2.176206	-0.289249	-0.755361	0.798717	-0.033224	0.597531	-0.159320	-0.031940	0.832818	1.916076	1.647748	1.665520	1.440212	0.628229	-2.332847	NaN	0.168937	NaN	2.755318	2.842507	1.720112	-2.208454	-0.789763	-0.142833	1.273953	-0.694828	1.113496	0.455992	0.416152	2.649373	-1.266295	2.025415	3.562235	0.222377	-0.988172	1.694488	1.445014	0.282137	1.834367	0.457776	4.766679	2.059102	3.842291	1.014639	0.554829	0.278616	2.059499	-0.269580	0.440177	-0.254183	1.827468	3.528688	1.470471	3.333060	5.641589	2.717348	-0.868558	3.700752	0.806216	1.310100	13.632261
