EntrezID	TCGA-A7-A13G	TCGA-AC-A23H	TCGA-AC-A2FB	TCGA-BH-A0AZ	TCGA-BH-A0B5	TCGA-BH-A0B7	TCGA-BH-A0BS	TCGA-BH-A0BT	TCGA-BH-A0BW	TCGA-BH-A0BZ	TCGA-BH-A0C3	TCGA-BH-A0DD	TCGA-BH-A0DG	TCGA-BH-A0DL	TCGA-BH-A0DO	TCGA-BH-A0DT	TCGA-BH-A0DV	TCGA-BH-A0H5	TCGA-BH-A0HA	TCGA-BH-A18J	TCGA-BH-A18K	TCGA-BH-A18L	TCGA-BH-A18M	TCGA-BH-A18N	TCGA-BH-A18P	TCGA-BH-A18Q	TCGA-BH-A18R	TCGA-BH-A18S	TCGA-BH-A18U	TCGA-BH-A1EN	TCGA-BH-A1EO	TCGA-BH-A1ET	TCGA-BH-A1EU	TCGA-BH-A1EV	TCGA-BH-A1EW	TCGA-BH-A1F0	TCGA-BH-A1F2	TCGA-BH-A1F8	TCGA-BH-A1FC	TCGA-BH-A1FE	TCGA-BH-A1FG	TCGA-BH-A1FH	TCGA-BH-A1FJ	TCGA-BH-A1FM	TCGA-BH-A1FN	TCGA-BH-A1FU	TCGA-BH-A203	TCGA-BH-A204	TCGA-BH-A208	TCGA-BH-A209	TCGA-E2-A153	TCGA-E2-A158	TCGA-E2-A15I	TCGA-E2-A15M	TCGA-E2-A1IG	TCGA-E2-A1L7	TCGA-E2-A1LB	TCGA-E2-A1LS	TCGA-E9-A1N4	TCGA-E9-A1N5	TCGA-E9-A1N9	TCGA-E9-A1NA	TCGA-E9-A1NF	TCGA-E9-A1NG	TCGA-E9-A1R7	TCGA-E9-A1RB	TCGA-E9-A1RC	TCGA-E9-A1RD	TCGA-E9-A1RF	TCGA-E9-A1RH	TCGA-E9-A1RI	TCGA-GI-A2C8
100009676	6.320828	6.024996	6.066567	5.949035	7.263731	6.223453	6.093235	6.354022	5.947979	6.426396	5.912518	6.841349	6.405945	6.004283	6.380381	6.257846	5.941238	5.880171	6.109762	6.591151	6.010518	6.380264	6.365918	6.300177	6.897267	5.995589	6.126733	5.866873	6.409471	6.230462	6.240165	5.927152	5.922336	5.920965	5.697162	6.076292	6.221390	6.242166	6.502156	5.677821	5.227649	5.850612	6.005384	6.272243	5.822557	6.488486	5.907160	6.273042	5.968169	6.245536	6.231949	6.751441	6.355702	6.262078	6.678083	6.264022	6.294104	6.336880	6.049672	5.873666	6.208102	6.645101	5.955689	6.310836	6.134443	5.965357	6.578371	6.606099	6.283650	6.209356	6.506843	5.762657
100048912	NaN	2.424170	0.266277	0.870976	-1.206562	1.109695	0.073546	1.005184	2.245526	0.530271	1.693721	-1.205231	0.987175	2.503629	0.611550	0.546364	1.407353	1.054710	1.697818	2.155846	1.484654	1.335197	1.625317	1.725479	1.940956	1.789061	0.342327	0.924100	3.507490	1.238726	0.744161	1.487126	1.298658	2.147372	2.222774	0.613532	0.532965	NaN	1.242999	1.067432	NaN	0.032101	2.474306	1.458330	1.375846	1.876055	1.387252	2.330272	0.938323	1.982802	-0.138600	2.130173	1.897589	1.879157	0.665848	0.288654	1.297485	0.152897	1.418568	1.013498	0.175684	-1.382325	0.460585	0.424062	2.016247	2.321149	0.483571	1.484190	1.490057	2.066124	1.213254	NaN
100073347	NaN	0.839234	0.266277	1.745409	0.378290	1.787725	2.736562	0.268195	0.371057	0.530271	0.278698	-1.205231	0.724126	0.333653	-0.388544	1.131326	0.729270	0.732747	2.019773	-0.166017	-1.100360	-1.249822	-1.182131	0.403595	0.771040	0.651500	0.664301	NaN	2.375373	-0.761213	NaN	0.349592	NaN	1.977463	-0.651768	0.291604	-0.204067	1.783373	NaN	NaN	1.552180	-0.968040	-0.332971	-1.711701	-1.793857	0.068740	-1.420048	-1.370340	-0.646564	-0.717620	1.183264	0.907814	0.090176	0.879157	-0.919206	-0.296368	0.712552	-1.432065	-1.751465	0.428571	NaN	-0.382325	-1.124377	-1.161008	-0.305610	0.906121	NaN	-1.685942	NaN	-0.255839	NaN	NaN
100093630	9.346686	10.430918	10.161889	9.947307	8.798981	10.030916	10.472707	9.845616	9.276942	9.309143	10.594227	8.732717	10.142855	9.643743	10.453885	9.639108	9.569755	10.211028	10.567035	9.836742	9.555226	9.172316	9.237904	9.448619	9.624337	9.995837	9.726064	9.532380	9.212852	9.241530	8.997538	9.295632	9.483548	9.146753	10.139208	9.648594	8.856660	10.208956	9.603824	10.023569	9.805497	9.884623	9.667428	9.460197	10.105292	9.581436	9.935273	9.334604	10.336022	9.399345	9.464976	8.824667	9.588079	9.228985	9.262003	9.966959	10.527911	8.875102	10.533757	9.904302	9.763797	9.161746	8.341238	8.974789	8.847873	9.622064	8.577684	9.401747	8.910312	9.278500	8.682228	8.073552
100101116	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
100101266	2.871844	3.561681	1.725741	2.373425	2.600722	3.372701	2.948077	3.853147	3.692985	1.852159	3.781202	1.116564	3.260206	2.726025	3.740820	2.938662	3.051215	2.902691	2.945758	1.418892	2.707061	1.920179	2.817951	2.403540	2.578383	2.789041	3.664289	3.878323	2.237870	2.560642	1.843743	2.835035	3.883631	2.369774	2.933270	1.751035	2.911442	2.198431	2.050328	2.874797	3.268360	2.839456	2.605565	3.146378	3.598246	3.528121	3.280362	1.214809	2.675319	2.674664	2.561790	2.907794	2.790668	2.686501	2.250780	2.404140	3.297485	1.567886	3.248641	0.428571	2.838669	2.202700	2.045583	1.160985	2.864255	2.491058	1.290955	3.221181	2.589596	2.914124	1.798216	-0.951485
100101490	3.619836	4.131696	3.372325	4.391362	3.903135	4.438792	4.540672	3.420914	4.021435	2.251628	4.500834	3.299860	4.461627	3.973216	4.738962	4.433387	4.935936	4.172720	4.945566	3.450406	3.885194	2.926569	3.276720	4.036389	2.982035	4.091429	3.985355	3.662889	4.023202	2.877941	1.761626	3.863849	4.780552	3.918329	4.809605	3.615322	3.806747	3.539705	4.192975	5.250128	4.345609	3.213192	4.114975	3.524503	3.987294	3.792252	4.502833	3.781612	4.548535	3.976675	4.295312	3.566194	3.468740	2.617910	3.258775	3.288654	4.177192	3.780856	4.668182	5.128731	4.198078	4.223299	3.808776	3.926540	3.175876	3.949329	3.491250	3.366084	3.444508	3.376471	3.308623	3.198966
100101938	1.871844	-0.482775	NaN	NaN	0.378290	NaN	NaN	NaN	1.108023	-1.469929	NaN	-1.205231	NaN	NaN	-1.388355	NaN	NaN	NaN	NaN	NaN	-0.100360	NaN	-1.182131	-1.596405	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.788863	NaN	NaN	NaN	NaN	NaN	-1.918115	-1.711701	-0.794107	NaN	-1.420048	0.951737	NaN	-1.717857	NaN	1.644779	NaN	NaN	-0.919206	NaN	NaN	-1.432065	NaN	NaN	NaN	-1.382325	-0.124377	-1.161008	NaN	-1.678996	-1.516223	NaN	0.682663	0.329181	-0.371646	NaN
100113386	3.722521	2.218843	-0.557455	2.978617	1.741963	3.941144	1.433494	2.910502	3.927688	3.007267	4.632024	3.385569	3.606217	4.574967	3.104672	3.348544	2.956410	4.646370	4.166081	3.831219	4.855985	2.550384	3.981040	3.795860	3.225861	4.096734	4.191610	3.668289	3.263605	3.306525	1.138487	4.829870	4.700234	2.682888	4.261125	2.306846	3.593665	2.180275	1.289126	3.362666	2.361853	1.971332	2.323082	3.560788	1.637564	4.642193	4.358396	2.912267	3.029205	2.845510	3.424506	3.632443	3.127617	0.016639	3.002090	2.982419	3.132741	1.697196	3.882653	3.701338	3.650362	3.625843	3.866176	2.646439	3.737406	3.608395	2.742869	3.720957	3.809095	3.241169	2.865563	3.497319
100124412	NaN	NaN	-1.733603	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.229044	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.788863	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.751465	-0.571536	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
100124533	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
100124692	NaN	7.064175	5.426184	6.352063	NaN	7.585404	6.377388	6.497006	9.096704	6.014061	6.015665	NaN	8.238281	7.609822	7.453885	6.691009	6.692766	7.856885	6.173561	6.926685	7.239545	5.998180	5.772139	4.357735	5.278821	7.054127	7.093904	5.011590	7.700571	2.486637	-2.063108	6.322296	5.898586	7.893334	7.206297	6.553686	5.188282	6.979788	4.827941	7.430840	4.417225	7.519933	6.895778	7.251291	6.567879	6.443734	7.087716	3.536724	7.915627	6.539739	6.218901	NaN	5.430078	3.464119	6.260760	7.530238	7.794676	3.322793	8.491817	7.093904	7.033688	7.606433	-0.124377	4.816359	6.007204	6.475957	-0.516429	5.291563	0.682663	5.458441	-0.371646	NaN
100124700	-1.297963	4.784069	2.910176	4.192865	NaN	4.937490	5.027804	6.341436	5.108018	1.700173	4.903193	1.116564	-0.012752	3.462982	4.003854	2.716267	3.361558	3.376624	5.697827	3.788122	7.338487	3.959705	4.402906	2.103968	-0.229044	3.884197	0.927290	1.509088	6.095844	2.560642	-0.478145	2.349592	5.321041	3.999820	6.504821	2.291604	1.911423	4.005786	5.024337	2.067432	3.329769	1.354001	-1.918115	3.417677	-0.794107	1.876055	2.972233	3.384727	4.503132	3.491802	7.337083	2.644756	2.412158	0.879157	1.665802	1.703677	5.034458	3.268345	5.885267	1.750478	5.579431	0.617769	-0.124377	3.793272	3.153757	1.321120	-1.516223	2.484215	NaN	2.744204	-0.371646	NaN
100125556	3.405693	5.743308	5.266202	5.961508	3.585167	6.669161	6.155330	6.618271	6.006132	5.344410	6.385201	4.846197	6.391312	5.661205	6.204066	6.014445	6.165253	6.021768	6.528628	5.767853	5.775598	5.130321	5.179535	5.761269	4.381906	5.948292	5.807110	5.077726	5.727665	5.111298	4.187427	5.410083	5.408450	5.614080	5.836692	6.177350	5.038441	5.705428	5.202516	5.944198	6.030204	5.656047	5.538721	5.711553	5.380560	5.868302	5.096409	3.775514	5.982378	6.077352	5.642447	4.920065	4.069797	5.146126	5.220605	5.682000	6.019137	4.039410	5.704136	6.197679	4.904537	5.695097	3.934422	5.038555	4.618896	5.214867	3.985683	4.469508	3.790803	3.935205	3.926227	4.787720
100126270	-0.298140	-1.482775	NaN	0.870976	NaN	-0.212233	NaN	0.683202	-0.213906	-0.469729	1.695548	NaN	0.987175	0.918692	1.422986	-0.453636	1.216796	2.321322	1.019773	1.643348	-0.100360	-1.249822	-0.182131	1.212943	0.356031	2.030054	1.149715	0.924100	-0.084058	-0.176251	NaN	1.027649	1.298658	0.562377	1.085289	0.291604	0.795933	0.198368	NaN	2.482461	NaN	NaN	0.403922	-0.711701	NaN	1.393526	0.579952	0.214747	-0.646564	-1.717857	0.446362	0.907814	-0.909689	NaN	NaN	-1.296191	1.037312	NaN	1.056029	0.428571	1.592541	-1.382325	NaN	-1.161008	-1.305788	-0.678765	NaN	-1.685942	-1.317247	-0.255839	NaN	-0.951485
100126784	2.606892	6.207069	6.633030	7.629316	3.548239	7.561969	7.409504	6.482571	5.047246	4.450301	6.530104	4.421048	5.249726	6.164499	7.169688	7.148196	8.143715	8.030712	8.938297	5.984995	7.152975	5.056224	6.059308	5.408719	5.160251	6.614275	6.221821	6.024683	5.444508	5.586645	3.066124	5.525446	6.069898	4.910320	4.745549	6.138776	5.821805	6.239100	4.766537	6.014166	5.832265	6.160759	5.527261	6.099095	6.021573	6.681342	6.071776	4.985450	6.608839	5.805757	6.951197	5.851869	5.260154	6.124037	6.497691	7.635609	6.092165	3.945720	5.944915	6.936045	5.752229	5.252052	4.430259	5.093636	4.880583	5.141318	3.464093	4.497970	3.273650	4.395248	2.871666	2.541540
100126791	1.286881	5.436145	4.395598	5.737186	-1.206562	5.180060	6.236837	5.770686	4.668732	5.069401	4.421661	1.601982	5.130152	4.918658	5.181389	6.085510	5.711145	5.651626	5.157258	5.856296	5.309085	4.858777	4.905404	5.501573	4.748306	6.884202	4.818094	4.596548	5.024462	3.882575	0.521855	4.755598	4.468596	6.670942	5.048755	4.595372	4.938921	5.081071	5.075866	5.237361	5.283959	4.202018	4.823464	5.343678	3.491340	5.810163	4.901852	3.089261	5.675313	4.708618	5.253668	0.322851	3.613791	5.844935	4.888207	5.657886	4.327235	0.152897	5.408515	3.750499	4.613113	4.640118	-0.124377	4.298512	3.338182	3.993566	-0.516429	3.121645	-1.317247	3.788592	3.087734	1.048445
100126793	3.789395	3.687206	3.353775	3.533900	1.600698	3.957664	2.189097	3.268180	4.458520	3.285136	4.308448	3.116531	3.650156	4.421163	3.565731	2.546339	3.729292	3.862045	3.697829	2.740820	4.391548	3.608230	3.277375	3.447936	2.940956	4.351982	3.734677	2.383552	3.003404	2.882565	3.024302	3.934564	3.758101	3.021853	2.763348	3.420873	2.854853	2.898866	3.149861	4.289827	2.204235	2.202010	3.889347	3.332794	2.729488	4.113092	4.103481	3.487821	3.968091	3.089702	3.384906	3.023273	3.549657	1.201069	3.402777	4.288654	3.467410	2.152865	3.772202	2.598484	3.800196	3.010064	2.963141	2.839073	2.781779	2.643071	2.731531	2.837842	3.852618	2.444641	3.486277	2.633385
100127888	2.327199	3.184598	3.369815	2.717605	1.390282	4.513213	4.741877	2.142642	2.786094	1.595456	4.605429	2.294135	4.353867	2.978708	4.343259	3.583290	2.971737	3.941435	5.077551	4.333774	3.004879	3.363788	1.151339	2.131458	1.865246	3.474877	2.954122	3.463282	3.201336	1.834469	-2.034456	3.260342	2.681337	2.232968	1.956354	3.417987	2.503043	3.819597	2.070801	4.543385	1.914718	3.438080	3.711935	1.502534	2.989920	2.900567	2.706729	1.834590	4.736053	4.048942	3.804797	1.322851	-0.812232	-0.092340	3.745904	3.929043	4.870784	2.027331	5.301972	5.129007	3.211324	2.226570	1.493903	3.039138	2.559247	2.263185	-1.459973	1.791981	1.333481	0.357721	-0.343183	-0.951485
100128023	-1.297963	NaN	NaN	NaN	NaN	NaN	-0.511279	NaN	NaN	-1.469929	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.249822	NaN	NaN	NaN	-1.670245	NaN	NaN	NaN	NaN	NaN	-1.972563	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.138600	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.571536	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.685942	NaN	NaN	NaN	NaN
100128076	NaN	NaN	NaN	-1.714065	NaN	-0.212233	NaN	-1.316887	-0.213906	NaN	-0.306323	NaN	-1.597714	-1.666118	NaN	-0.453636	-1.592484	-1.267080	1.019773	NaN	-1.100360	NaN	0.402940	-1.596405	NaN	-1.670245	NaN	NaN	-0.084058	NaN	NaN	NaN	-0.701342	-2.022683	-1.236503	NaN	NaN	0.198368	-0.757062	NaN	NaN	NaN	NaN	NaN	NaN	-0.931260	NaN	NaN	NaN	-0.717620	NaN	NaN	NaN	NaN	-0.919206	NaN	NaN	NaN	-1.751465	-0.571536	-1.409278	NaN	-1.124377	NaN	NaN	NaN	-1.516223	NaN	NaN	NaN	NaN	NaN
100128164	4.161364	2.102255	2.073683	2.192857	4.115283	1.109695	0.073546	1.268195	1.956019	2.989684	1.278698	3.379566	2.987194	0.333653	0.933497	1.716289	0.729270	-0.267253	0.282736	2.155846	1.707039	2.837721	2.277390	2.862967	1.940956	1.136979	1.801779	1.731487	1.237870	2.698152	3.843733	1.487126	1.620586	2.225367	2.286911	2.815145	1.670432	1.520347	0.242938	1.941895	1.744807	1.839436	2.329927	2.536326	1.906390	0.068740	3.280362	4.462726	1.675319	3.567752	0.861320	3.966689	2.897589	2.338596	2.540275	1.873616	0.297485	4.091463	1.708055	1.013498	3.398104	3.617745	5.576111	4.883474	5.170053	3.964999	4.098318	3.806138	4.872519	3.499080	5.243010	6.706623
100128191	3.723406	4.816671	4.575379	4.998295	3.126064	5.123132	4.809312	4.819290	5.754297	4.297368	5.630612	4.107127	5.440052	4.809754	5.093252	5.054940	4.836141	5.132108	5.342117	4.571616	4.954327	4.752502	5.138970	4.582454	4.515189	5.486251	4.875146	4.492462	5.413868	4.320441	3.829718	4.916663	4.266764	5.271523	4.324069	4.717183	4.570135	5.451284	4.643175	5.297793	5.592421	4.534167	4.427713	4.948176	5.140570	5.367721	5.025184	4.628255	5.251715	4.595235	4.693989	4.254042	4.424365	4.022785	4.937340	4.568123	5.323997	3.673918	5.097017	6.088349	5.363157	4.593880	4.402995	4.160646	4.237816	5.292682	3.913560	4.006657	2.607745	4.715970	3.230003	4.133753
100128239	0.701948	3.102238	3.310704	3.712244	0.793355	3.832141	3.296002	4.383663	3.108023	2.337597	2.278698	2.964528	3.956819	3.287901	3.820986	3.453241	3.577284	3.639649	3.867748	3.226246	2.899698	3.142577	3.341502	3.047399	2.092952	4.110973	2.512277	3.624569	3.163869	3.096700	3.294400	2.981871	2.758111	3.369774	2.463806	3.501044	2.458933	2.783394	3.050328	2.652395	1.552180	3.032101	2.403922	2.811964	2.598246	3.528121	2.280362	1.437174	2.876939	2.604285	3.561790	3.229726	0.090176	3.049073	2.665802	3.951616	3.104840	0.889863	2.892508	3.013534	2.497638	3.524640	2.576111	1.839073	2.016247	1.780562	2.290955	2.121645	1.267656	2.444641	-1.371833	1.633385
100128285	3.608821	4.375262	4.416063	5.054158	3.316913	5.180060	4.395536	5.253082	5.178408	4.659525	5.380238	3.748805	5.272594	4.637477	5.119331	4.716278	4.883098	5.036543	5.709053	5.226246	5.089519	4.531612	4.967690	4.879274	4.163346	5.669463	5.225005	4.831016	5.182724	4.046072	3.491430	5.104492	4.584073	4.677892	4.785723	4.245785	5.031179	4.483829	4.050328	4.925416	4.388658	4.280021	3.914890	4.988835	4.314457	5.218444	3.624311	3.759124	5.342068	3.708618	4.768243	4.023273	4.447778	3.464119	4.402777	4.832971	5.104844	4.059753	5.030005	4.557851	4.720027	4.109603	4.197598	3.231402	4.217882	3.993566	4.290963	4.095646	4.108959	4.358910	4.356221	2.370332
100128288	6.395416	5.874834	5.789875	6.373438	5.219622	6.319123	5.454429	6.237812	6.080713	5.552611	7.060060	5.152159	6.368014	6.442222	6.087268	6.085510	5.277728	6.279659	6.897499	5.952869	6.446589	6.090102	6.301760	6.103982	6.009432	6.601075	6.466482	5.924126	5.798579	5.648106	5.034876	6.646060	6.517841	5.810345	6.596245	6.092493	6.056490	6.164211	6.024337	6.950078	5.944474	5.441483	5.933745	6.177138	6.171719	6.278148	6.406470	6.047689	6.081306	5.530280	6.000901	5.300109	5.533171	5.402712	5.650707	5.942095	6.440449	5.425882	6.740496	5.713971	5.948297	5.595029	5.806409	4.926540	5.844069	4.844702	5.437804	5.571671	5.852621	5.709983	5.895089	5.789878
100128292	3.023859	4.131993	4.416063	4.455899	1.793355	5.529209	4.189081	4.853147	4.540976	3.437135	4.671016	2.882076	4.183590	3.240589	4.840352	5.765519	5.505396	5.390974	5.384326	4.740820	4.257245	3.959705	4.027393	3.725469	3.900307	4.539066	4.123716	4.596548	4.723291	3.882575	2.891030	4.136200	4.724939	4.206276	4.752037	4.920951	3.825714	4.870853	3.886833	4.210397	4.973620	5.032092	5.320402	4.288395	5.000352	4.926678	4.387280	3.629835	4.675313	3.805912	5.146753	3.966689	3.734081	3.786042	4.862208	6.025618	3.570512	2.268345	5.119007	3.428571	4.050180	3.747033	2.782555	3.161001	2.942252	4.076029	2.390503	3.401753	2.770152	3.698396	2.535182	3.218332
100128378	NaN	0.102188	NaN	-0.714065	NaN	1.372729	1.073615	0.268195	2.245526	-1.469929	1.278698	-1.205231	1.209578	-0.081308	0.933497	1.353718	-0.592702	0.317767	0.282736	2.003854	1.221630	1.335197	1.139862	0.403595	1.771040	1.136979	NaN	NaN	-1.084058	NaN	NaN	-0.972280	1.298658	-0.022537	NaN	0.291604	NaN	-0.801632	NaN	-1.517461	-1.255322	NaN	-0.918115	0.288418	NaN	1.653656	0.579952	-1.370340	-0.646564	-0.717620	0.446362	-0.677149	-0.909689	-0.120922	0.080794	-0.296368	-0.287536	NaN	-0.751465	2.235911	NaN	0.202762	NaN	-1.161008	NaN	-1.678996	0.068602	-0.100824	NaN	-1.255667	-1.371833	NaN
100128385	7.119780	7.814197	7.893848	7.168617	6.507603	6.885774	6.943972	7.669066	7.968486	7.460982	7.802262	7.306360	7.779441	7.815497	8.196497	6.912673	6.296107	6.851705	6.377308	7.679417	6.738899	7.017038	7.218823	7.171726	7.363485	7.009093	8.023599	6.837015	7.168601	7.643856	7.750623	7.460217	7.733301	7.223007	7.572318	7.418296	6.932100	7.317368	7.542185	5.974325	6.171067	7.216969	6.381204	6.784250	6.809561	7.469574	7.220166	7.378029	7.015163	7.840772	6.051174	6.790436	7.370998	6.558630	7.017489	6.458577	7.163739	5.853305	7.254268	8.013531	6.624168	8.115600	7.914591	7.639980	7.979724	7.687462	7.375391	7.859248	7.133907	7.495742	7.599845	5.238237
100128542	NaN	-1.482775	-0.733603	-0.714065	NaN	NaN	-1.511279	0.683202	-1.213906	0.530271	NaN	-0.205397	-0.597714	0.333653	-0.388544	-1.453636	-1.592484	-0.267253	-1.302226	0.833902	NaN	NaN	-0.182131	-1.596405	0.356031	-0.670475	NaN	1.731487	-0.084058	-0.761213	-0.063108	-1.972563	-0.701342	NaN	0.763327	-1.708396	-0.204067	0.198368	0.242938	-0.517461	NaN	1.032101	0.082021	-1.711701	-0.794107	0.068740	-0.420048	0.951737	-0.646564	-1.717857	-0.138600	0.322851	0.675184	-0.120922	0.080794	1.025596	-0.287536	-0.432065	-0.166341	-0.571536	-1.409278	-0.382325	NaN	-0.160847	1.016282	0.321120	NaN	0.636172	1.004609	-0.255839	0.628260	NaN
100128554	NaN	-1.482775	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.306323	NaN	-1.597714	NaN	0.196481	-0.453636	1.577296	0.732747	NaN	2.003854	-0.100360	NaN	NaN	-1.596405	NaN	-1.670245	NaN	-1.075824	-1.084058	-1.761213	NaN	-0.972280	1.298658	-1.022683	-2.236503	-0.123434	-1.788863	0.198368	-0.757062	-1.517461	-0.255150	NaN	0.082021	-1.711701	-1.793857	NaN	0.164915	-1.370340	-0.646564	NaN	0.446362	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.166341	NaN	-1.409278	NaN	NaN	NaN	NaN	-1.678996	NaN	0.314290	NaN	NaN	NaN	NaN
100128573	NaN	-1.482775	-0.733603	-0.129103	NaN	-0.212233	0.073546	0.268195	0.371057	0.115166	0.278698	1.794603	0.724126	0.333653	0.196481	0.131326	0.407407	-0.267253	1.282796	1.418892	0.484705	NaN	0.817951	0.725436	-0.229044	0.651500	0.927290	1.246043	NaN	0.238665	NaN	-0.972280	0.298658	-0.437526	0.933270	0.613532	-0.789112	-0.801632	0.827900	1.067432	-1.255322	0.032101	-0.332971	0.288418	0.205893	1.390613	0.579952	-0.370154	-0.061601	-0.717620	1.183264	NaN	0.675184	NaN	NaN	0.288654	0.712552	NaN	0.248656	1.013498	-1.409278	-1.382325	NaN	-1.161008	-1.305788	0.643025	-0.516429	NaN	NaN	0.744161	0.213254	0.048376
100128640	5.667713	6.285465	5.750129	6.514793	4.150909	6.118659	5.792426	6.049546	5.567451	4.778172	6.263594	4.677249	6.815858	5.410514	7.135097	6.153682	5.683489	7.467474	7.068515	5.788124	5.853891	5.350165	5.325739	5.593366	6.110877	6.406428	6.249250	5.053407	5.822827	5.304803	3.914124	6.326882	6.169037	5.937457	5.850817	6.092493	5.694816	5.520356	5.149869	7.273635	6.987976	5.877585	6.403924	5.386428	6.165936	5.836878	6.103483	5.618521	7.350564	5.432098	5.431205	5.608233	6.239975	5.371005	5.455889	5.703690	6.558018	4.295819	6.388195	5.936362	5.829149	5.673031	4.161073	4.671967	4.449211	5.780570	4.875923	5.082468	4.791220	4.893945	5.198156	8.265158
100128675	NaN	NaN	-1.733603	1.607910	NaN	0.372729	-1.511279	NaN	0.786094	-0.469729	-1.306145	NaN	0.987175	-0.666347	0.196481	1.353718	0.407407	1.317709	1.282796	NaN	0.899717	1.072174	1.139862	0.403595	-1.229044	0.651500	0.342327	-1.075824	-1.084058	-0.176251	NaN	0.612683	0.883621	-2.022683	2.407217	-1.708396	0.211012	0.212756	2.050328	0.804384	NaN	0.617016	-1.918115	0.288418	NaN	0.653702	-0.420048	NaN	0.675274	0.607200	1.861360	-0.677149	-0.909689	-1.120922	NaN	1.288654	0.297485	-1.432065	1.570560	1.750478	1.175684	-0.382325	NaN	NaN	-1.305788	-1.678996	-0.516429	-1.685942	NaN	NaN	NaN	NaN
100128782	7.355418	7.684674	7.513506	7.803230	7.137608	7.362638	7.723223	7.814181	7.455295	7.231724	7.914697	5.995261	7.222441	7.339491	8.415117	7.560092	7.556247	7.638272	7.800669	8.079955	8.035815	6.730620	7.640737	6.680829	7.336320	7.329331	7.251924	7.474911	7.899214	6.996005	7.017900	6.607067	7.719980	6.740633	7.783237	7.845336	7.739025	8.086897	7.808460	7.428882	7.743477	7.022027	7.805948	8.080990	6.647883	8.168937	7.499292	7.040415	8.016818	7.193862	7.427860	7.824747	7.973053	6.906171	7.526196	7.042025	8.160623	6.133346	8.156826	7.485965	6.690251	6.928133	5.824040	5.735958	7.154245	7.994024	6.953614	6.449583	5.876664	7.438346	6.064514	7.376324
100128788	3.746324	3.040840	3.021195	3.643521	3.437214	4.180060	3.012211	3.590111	2.245526	2.989684	3.823026	2.495056	3.687632	3.462982	4.103707	3.972619	3.577284	4.018162	4.090142	3.878323	3.069616	3.209687	3.572829	3.651465	3.578383	4.084770	3.590291	3.567983	4.086257	2.993602	1.396269	3.453939	3.386135	3.705370	4.658291	3.576994	3.068980	2.657869	3.827941	3.652395	2.204235	3.675951	3.439543	3.242587	2.205924	4.068697	3.972242	3.153400	4.375755	3.089702	4.146753	0.322851	1.675184	2.579590	3.250780	3.657880	4.034453	2.737817	4.081536	3.676493	3.720027	2.787683	1.460638	2.539531	1.279293	2.321149	2.483597	2.121645	1.004609	2.831654	2.435655	3.218332
